Dist,Alt,Mach,TAS,Fuel,Fuel Burn,gNOx,gCO2
3900,8.97,0.71,216.79,41092.87,73.39,5954.62,226628.57
3910,8.97,0.71,216.78,41019.48,73.39,5952.2,226628.57
3920,8.97,0.71,216.78,40946.09,73.39,5949.77,226628.57
3930,8.98,0.71,216.77,40872.7,73.39,5947.35,226628.57
3940,8.98,0.71,216.76,40799.31,73.39,5944.92,226628.57
3950,8.98,0.71,216.75,40725.92,73.39,5942.5,226628.57
3960,8.99,0.71,216.74,40652.53,73.39,5940.08,226628.57
3970,8.99,0.71,216.74,40579.14,73.39,5937.65,226628.57
3980,8.99,0.71,216.73,40505.75,73.39,5935.23,226628.57
3990,8.99,0.71,216.72,40432.36,73.39,5932.81,226628.57
4000,9.0,0.71,216.71,40358.97,73.39,5930.39,226628.57
4010,9.0,0.71,216.7,40285.58,73.39,5927.96,226628.57
4020,9.0,0.71,216.69,40212.19,73.39,5925.54,226628.57
4030,9.0,0.71,216.69,40138.8,73.39,5923.12,226628.57
4040,9.01,0.71,216.68,40065.41,73.39,5920.7,226628.57
4050,9.01,0.71,216.67,39992.02,73.39,5918.27,226628.57
4060,9.01,0.71,216.66,39918.63,73.39,5915.85,226628.57
4070,9.01,0.71,216.65,39845.24,73.39,5913.43,226628.57
4080,9.02,0.71,216.65,39771.85,73.39,5911.01,226628.57
